PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Expected_Spend,Total_Spend,Savings_per_Order,Defect_Rate,Lead_time
PO-00484,Delta_Logistics,2022-01-25,,electronics,Delivered,67,84.72,73.06,9.0,Yes,5676.24,4895.02,781.2199999999993,13.432835820895523,
PO-00485,Gamma_Co,2023-11-07,2023-11-20,office supplies,Delivered,1866,50.78,48.2,96.0,Yes,94755.48,89941.20000000001,4814.279999999984,5.144694533762058,13.0
PO-00486,Epsilon_Group,2022-07-17,2022-07-25,mro,Delivered,1808,72.23,67.86,53.0,Yes,130591.84000000001,122690.88,7900.960000000006,2.9314159292035398,8.0
PO-00487,Delta_Logistics,2023-02-13,2023-02-16,electronics,Cancelled,615,30.3,29.52,96.0,Yes,18634.5,18154.8,479.7000000000007,15.609756097560975,3.0
PO-00488,Gamma_Co,2022-12-03,2022-12-04,office supplies,Pending,619,38.38,35.02,34.0,Yes,23757.22,21677.38,2079.84,5.492730210016155,1.0
PO-00489,Delta_Logistics,2022-10-13,2022-10-17,office supplies,Delivered,1396,94.75,84.06,210.0,Yes,132271.0,117347.76000000001,14923.23999999999,15.04297994269341,4.0
PO-00490,Gamma_Co,2022-03-13,2022-03-24,mro,Delivered,1945,11.28,9.98,94.0,Yes,21939.6,19411.100000000002,2528.4999999999964,4.832904884318766,11.0
PO-00491,Delta_Logistics,2022-10-13,2022-10-18,packaging,Delivered,735,18.49,15.89,113.0,No,13590.15,11679.15,1911.0,15.374149659863946,5.0
PO-00492,Epsilon_Group,2022-12-26,2023-01-11,office supplies,Pending,1865,30.29,26.83,56.0,Yes,56490.85,50037.95,6452.9000000000015,3.0026809651474533,16.0
PO-00493,Beta_Supplies,2023-10-19,2023-10-24,electronics,Cancelled,675,13.69,11.84,52.0,Yes,9240.75,7992.0,1248.75,7.703703703703704,5.0
PO-00494,Gamma_Co,2023-06-06,2023-06-22,mro,Pending,1361,28.57,24.29,65.0,Yes,38883.77,33058.69,5825.0799999999945,4.775900073475386,16.0
PO-00495,Gamma_Co,2023-02-14,2023-02-15,raw materials,Delivered,903,66.53,60.15,29.0,Yes,60076.590000000004,54315.45,5761.140000000007,3.211517165005537,1.0
PO-00496,Epsilon_Group,2023-11-27,,packaging,Cancelled,1736,53.2,50.68,48.0,Yes,92355.20000000001,87980.48,4374.720000000016,2.7649769585253456,
PO-00497,Beta_Supplies,2023-07-04,2023-07-11,mro,Delivered,1011,98.47,97.06,91.0,Yes,99553.17,98127.66,1425.5099999999948,9.000989119683481,7.0
PO-00498,Delta_Logistics,2022-12-06,2022-12-24,electronics,Delivered,1712,88.17,85.86,246.0,Yes,150947.04,146992.32,3954.720000000001,14.369158878504674,18.0
PO-00499,Gamma_Co,2022-01-29,,office supplies,Delivered,204,40.76,37.46,10.0,Yes,8315.039999999999,7641.84,673.1999999999989,4.901960784313726,
PO-00500,Beta_Supplies,2022-04-29,2022-05-13,electronics,Partially delivered,539,33.85,30.57,34.0,No,18245.15,16477.23,1767.920000000002,6.307977736549166,14.0
PO-00501,Delta_Logistics,2022-09-25,2022-10-05,office supplies,Delivered,1459,45.94,42.56,212.0,No,67026.45999999999,62095.04,4931.419999999991,14.530500342700481,10.0
PO-00502,Gamma_Co,2022-07-02,2022-07-06,mro,Delivered,834,65.02,56.19,0.0,Yes,54226.68,46862.46,7364.220000000001,0.0,4.0
PO-00503,Gamma_Co,2023-08-18,2023-09-01,packaging,Partially delivered,1177,37.37,34.27,60.0,Yes,43984.49,40335.79,3648.699999999997,5.097706032285472,14.0
PO-00504,Delta_Logistics,2022-09-29,2022-10-19,mro,Delivered,1466,68.82,66.82,211.0,Yes,100890.12,97958.12,2932.0,14.392905866302867,20.0
PO-00505,Epsilon_Group,2022-02-09,2022-02-13,electronics,Delivered,1884,47.08,44.31,54.0,Yes,88698.72,83480.04000000001,5218.679999999993,2.8662420382165608,4.0
PO-00506,Beta_Supplies,2022-04-22,2022-05-08,electronics,Delivered,295,60.58,57.32,31.0,Yes,17871.1,16909.4,961.6999999999971,10.508474576271185,16.0
PO-00507,Gamma_Co,2023-09-03,2023-09-04,raw materials,Delivered,1249,54.18,47.29,59.0,Yes,67670.81999999999,59065.21,8605.609999999993,4.723779023218575,1.0
PO-00508,Delta_Logistics,2023-03-21,2023-04-09,raw materials,Delivered,1112,39.06,33.6,184.0,No,43434.72,37363.200000000004,6071.519999999997,16.546762589928058,19.0
PO-00509,Gamma_Co,2022-12-20,2022-12-25,office supplies,Delivered,1550,100.61,97.43,66.0,Yes,155945.5,151016.5,4929.0,4.258064516129032,5.0
PO-00510,Delta_Logistics,2022-11-18,2022-11-19,electronics,Delivered,1755,82.66,73.67,258.0,No,145068.3,129290.85,15777.449999999983,14.700854700854702,1.0
PO-00511,Gamma_Co,2023-03-23,2023-03-31,raw materials,Delivered,808,24.19,21.64,39.0,Yes,19545.52,17485.12,2060.4000000000015,4.826732673267327,8.0
PO-00512,Alpha_Inc,2023-09-13,2023-09-19,raw materials,Partially delivered,587,96.98,95.35,14.0,Yes,56927.26,55970.45,956.810000000005,2.385008517887564,6.0
PO-00513,Epsilon_Group,2023-06-08,2023-06-11,mro,Delivered,1940,58.45,50.29,54.0,Yes,113393.0,97562.59999999999,15830.400000000009,2.7835051546391756,3.0
PO-00514,Beta_Supplies,2022-04-29,2022-05-11,office supplies,Cancelled,1891,91.87,80.28,158.0,Yes,173726.17,151809.48,21916.690000000002,8.355367530407191,12.0
PO-00515,Epsilon_Group,2023-01-30,2023-02-16,packaging,Delivered,970,86.91,78.44,18.0,Yes,84302.7,76086.8,8215.899999999994,1.8556701030927836,17.0
PO-00516,Epsilon_Group,2023-08-14,2023-08-31,mro,Delivered,457,52.85,50.34,16.0,Yes,24152.45,23005.38,1147.0699999999997,3.50109409190372,17.0
PO-00517,Beta_Supplies,2022-07-14,2022-07-27,office supplies,Cancelled,574,12.38,11.47,0.0,No,7106.120000000001,6583.780000000001,522.3400000000001,0.0,13.0
PO-00518,Epsilon_Group,2022-09-18,2022-09-20,office supplies,Delivered,877,35.55,34.69,24.0,Yes,31177.35,30423.129999999997,754.2200000000012,2.7366020524515395,2.0
PO-00519,Alpha_Inc,2022-02-15,2022-02-27,mro,Delivered,1579,59.04,50.95,29.0,Yes,93224.16,80450.05,12774.11,1.8366054464851171,12.0
PO-00520,Delta_Logistics,2023-12-27,2023-12-28,raw materials,Delivered,952,74.72,69.73,0.0,Yes,71133.44,66382.96,4750.479999999996,0.0,1.0
PO-00521,Beta_Supplies,2023-03-23,2023-03-26,raw materials,Pending,1898,35.53,33.25,187.0,Yes,67435.94,63108.5,4327.440000000002,9.852476290832456,3.0
PO-00522,Delta_Logistics,2022-01-02,2022-01-06,packaging,Delivered,85,22.54,20.68,6.0,Yes,1915.8999999999999,1757.8,158.0999999999999,7.0588235294117645,4.0
PO-00523,Gamma_Co,2023-06-17,2023-06-28,packaging,Pending,734,92.38,78.92,34.0,No,67806.92,57927.28,9879.64,4.632152588555858,11.0
PO-00524,Alpha_Inc,2023-07-06,2023-07-18,office supplies,Delivered,69,107.47,105.53,0.0,Yes,7415.43,7281.57,133.86000000000058,0.0,12.0
PO-00525,Delta_Logistics,2023-12-05,2023-12-11,packaging,Delivered,370,63.9,55.79,59.0,Yes,23643.0,20642.3,3000.7000000000007,15.945945945945947,6.0
PO-00526,Delta_Logistics,2023-11-18,2023-12-03,mro,Delivered,1849,28.25,27.53,271.0,Yes,52234.25,50902.97,1331.2799999999988,14.656571119524067,15.0
PO-00527,Beta_Supplies,2022-07-21,,packaging,Delivered,561,35.54,30.99,68.0,No,19937.94,17385.39,2552.5499999999993,12.121212121212121,
PO-00528,Gamma_Co,2023-01-08,2023-01-14,electronics,Delivered,449,12.35,10.67,29.0,Yes,5545.15,4790.83,754.3199999999997,6.45879732739421,6.0
PO-00529,Beta_Supplies,2023-03-18,2023-03-21,office supplies,Delivered,703,98.75,86.78,59.0,Yes,69421.25,61006.340000000004,8414.909999999996,8.392603129445234,3.0
PO-00530,Gamma_Co,2022-03-13,2022-03-28,electronics,Delivered,1021,20.8,18.23,37.0,Yes,21236.8,18612.83,2623.9699999999975,3.623898139079334,15.0
PO-00531,Beta_Supplies,2023-11-12,2023-11-19,office supplies,Delivered,1956,68.69,65.09,0.0,Yes,134357.63999999998,127316.04000000001,7041.599999999977,0.0,7.0
PO-00532,Delta_Logistics,2022-12-05,2022-12-12,office supplies,Partially delivered,520,36.57,34.78,67.0,No,19016.4,18085.600000000002,930.7999999999993,12.884615384615383,7.0
PO-00533,Delta_Logistics,2023-10-01,2023-10-12,mro,Delivered,1216,66.16,63.0,179.0,No,80450.56,76608.0,3842.5599999999977,14.720394736842104,11.0
PO-00534,Alpha_Inc,2022-11-18,,raw materials,Delivered,1165,72.06,63.93,0.0,Yes,83949.90000000001,74478.45,9471.450000000012,0.0,
PO-00535,Delta_Logistics,2023-11-11,2023-11-29,packaging,Pending,1427,93.99,83.6,213.0,Yes,134123.72999999998,119297.2,14826.529999999984,14.926419060967064,18.0
PO-00536,Epsilon_Group,2022-05-08,2022-05-10,electronics,Delivered,883,29.15,25.75,14.0,Yes,25739.449999999997,22737.25,3002.199999999997,1.5855039637599093,2.0
PO-00537,Delta_Logistics,2022-11-04,2022-11-11,packaging,Partially delivered,1873,11.54,9.89,284.0,No,21614.42,18523.97,3090.449999999997,15.162840363053926,7.0
PO-00538,Epsilon_Group,2023-06-04,2023-06-06,office supplies,Delivered,776,24.22,22.53,27.0,Yes,18794.719999999998,17483.280000000002,1311.439999999995,3.479381443298969,2.0
PO-00539,Delta_Logistics,2022-11-13,2022-11-24,electronics,Delivered,903,95.55,92.45,149.0,No,86281.65,83482.35,2799.2999999999884,16.500553709856035,11.0
PO-00540,Epsilon_Group,2023-11-14,2023-11-26,electronics,Delivered,100,98.4,85.76,3.0,Yes,9840.0,8576.0,1264.0,3.0,12.0
PO-00541,Epsilon_Group,2023-02-23,2023-03-08,office supplies,Delivered,1738,67.91,61.15,0.0,Yes,118027.57999999999,106278.7,11748.87999999999,0.0,13.0
PO-00542,Delta_Logistics,2022-12-01,2022-12-14,packaging,Delivered,1771,67.57,61.48,280.0,No,119666.46999999999,108881.07999999999,10785.39,15.810276679841898,13.0
PO-00543,Epsilon_Group,2023-02-17,2023-02-23,electronics,Delivered,624,74.39,66.3,18.0,No,46419.36,41371.2,5048.1600000000035,2.8846153846153846,6.0
PO-00544,Alpha_Inc,2023-12-15,2023-12-31,packaging,Partially delivered,1263,28.75,27.1,26.0,Yes,36311.25,34227.3,2083.949999999997,2.058590657165479,16.0
PO-00545,Gamma_Co,2022-10-30,2022-11-16,electronics,Cancelled,1198,96.45,90.09,0.0,Yes,115547.1,107927.82,7619.279999999999,0.0,17.0
PO-00546,Epsilon_Group,2023-07-22,2023-07-25,raw materials,Delivered,199,51.98,45.64,0.0,No,10344.019999999999,9082.36,1261.659999999998,0.0,3.0
PO-00547,Epsilon_Group,2022-05-11,2022-05-14,mro,Pending,363,45.37,38.73,0.0,Yes,16469.309999999998,14058.989999999998,2410.3199999999997,0.0,3.0
PO-00548,Alpha_Inc,2022-07-16,2022-07-22,office supplies,Delivered,619,58.4,51.04,0.0,Yes,36149.6,31593.76,4555.84,0.0,6.0
PO-00549,Alpha_Inc,2023-03-07,2023-03-18,mro,Delivered,1415,15.22,13.56,30.0,Yes,21536.3,19187.4,2348.899999999998,2.1201413427561837,11.0
PO-00550,Beta_Supplies,2023-11-12,2023-11-23,packaging,Delivered,354,27.71,23.87,39.0,No,9809.34,8449.98,1359.3600000000006,11.016949152542372,11.0
PO-00551,Gamma_Co,2023-01-24,2023-02-03,mro,Delivered,1765,81.01,78.43,78.0,Yes,142982.65000000002,138428.95,4553.700000000012,4.419263456090651,10.0
PO-00552,Beta_Supplies,2023-11-25,2023-12-09,mro,Delivered,731,19.37,17.3,69.0,No,14159.470000000001,12646.300000000001,1513.17,9.439124487004104,14.0
PO-00553,Epsilon_Group,2022-06-28,2022-07-13,mro,Delivered,887,65.89,59.67,29.0,Yes,58444.43,52927.29,5517.139999999999,3.269447576099211,15.0
PO-00554,Alpha_Inc,2023-09-23,2023-09-25,mro,Delivered,1856,35.29,32.41,26.0,Yes,65498.24,60152.95999999999,5345.280000000006,1.4008620689655173,2.0
PO-00555,Epsilon_Group,2023-08-06,2023-08-18,office supplies,Delivered,1127,49.32,46.49,30.0,Yes,55583.64,52394.23,3189.409999999996,2.6619343389529724,12.0
PO-00556,Delta_Logistics,2022-11-05,2022-11-19,raw materials,Delivered,1052,37.78,32.6,162.0,Yes,39744.56,34295.200000000004,5449.359999999993,15.399239543726237,14.0
PO-00557,Gamma_Co,2023-02-20,2023-02-22,raw materials,Delivered,493,44.74,41.44,24.0,No,22056.82,20429.92,1626.9000000000015,4.86815415821501,2.0
PO-00558,Delta_Logistics,2023-07-16,2023-07-29,mro,Partially delivered,662,81.44,71.33,87.0,Yes,53913.28,47220.46,6692.82,13.141993957703926,13.0
PO-00559,Alpha_Inc,2022-01-01,2022-01-07,raw materials,Delivered,1042,36.74,35.78,33.0,Yes,38283.08,37282.76,1000.3199999999997,3.166986564299424,6.0
PO-00560,Alpha_Inc,2022-11-08,,raw materials,Delivered,313,64.03,57.74,1.0,Yes,20041.39,18072.62,1968.7700000000004,0.3194888178913738,
PO-00561,Alpha_Inc,2022-10-21,2022-11-10,office supplies,Delivered,1126,55.22,50.38,0.0,Yes,62177.72,56727.880000000005,5449.8399999999965,0.0,20.0
PO-00562,Gamma_Co,2022-08-04,2022-08-19,mro,Delivered,1645,72.17,64.0,79.0,Yes,118719.65000000001,105280.0,13439.650000000009,4.802431610942249,15.0
PO-00563,Beta_Supplies,2023-03-17,2023-03-20,packaging,Delivered,1053,100.92,92.35,104.0,Yes,106268.76,97244.54999999999,9024.210000000006,9.876543209876543,3.0
PO-00564,Epsilon_Group,2023-08-17,2023-08-29,mro,Delivered,1693,83.14,73.3,62.0,Yes,140756.02,124096.9,16659.119999999995,3.662138216184288,12.0
PO-00565,Epsilon_Group,2023-09-14,2023-10-03,raw materials,Pending,54,32.28,28.65,3.0,Yes,1743.1200000000001,1547.1,196.0200000000002,5.555555555555555,19.0
PO-00566,Epsilon_Group,2023-11-02,2023-11-07,packaging,Delivered,1176,14.22,12.21,33.0,Yes,16722.72,14358.960000000001,2363.76,2.806122448979592,5.0
PO-00567,Epsilon_Group,2022-11-26,2022-12-08,raw materials,Delivered,1269,35.28,33.7,35.0,Yes,44770.32,42765.3,2005.0199999999968,2.7580772261623325,12.0
PO-00568,Epsilon_Group,2023-04-22,2023-04-25,raw materials,Delivered,823,68.32,64.46,19.0,Yes,56227.35999999999,53050.579999999994,3176.779999999999,2.3086269744835968,3.0
PO-00569,Beta_Supplies,2023-03-29,2023-04-15,electronics,Delivered,926,15.65,13.49,94.0,No,14491.9,12491.74,2000.1599999999999,10.151187904967603,17.0
PO-00570,Delta_Logistics,2023-03-29,2023-04-09,electronics,Cancelled,1041,58.5,52.54,170.0,No,60898.5,54694.14,6204.360000000001,16.330451488952928,11.0
PO-00571,Gamma_Co,2023-11-23,2023-12-01,electronics,Pending,933,70.72,65.47,42.0,Yes,65981.76,61083.51,4898.249999999993,4.501607717041801,8.0
PO-00572,Delta_Logistics,2022-08-07,,raw materials,Delivered,1423,41.48,40.9,199.0,Yes,59026.03999999999,58200.7,825.3399999999965,13.984539704848912,
PO-00573,Delta_Logistics,2023-06-08,2023-06-14,mro,Delivered,96,86.13,80.32,12.0,No,8268.48,7710.719999999999,557.7600000000002,12.5,6.0
PO-00574,Epsilon_Group,2023-04-30,2023-05-13,mro,Delivered,916,21.06,19.53,25.0,Yes,19290.96,17889.48,1401.4799999999996,2.7292576419213974,13.0
PO-00575,Epsilon_Group,2022-06-23,,raw materials,Delivered,872,17.18,16.63,20.0,Yes,14980.96,14501.359999999999,479.60000000000036,2.293577981651376,
PO-00576,Beta_Supplies,2023-11-06,2023-11-15,electronics,Delivered,985,83.85,80.88,0.0,No,82592.25,79666.79999999999,2925.4500000000116,0.0,9.0
PO-00577,Gamma_Co,2022-03-28,2022-04-04,raw materials,Delivered,1893,55.14,50.1,98.0,Yes,104380.02,94839.3,9540.720000000001,5.176967776016904,7.0
PO-00578,Alpha_Inc,2022-10-18,,mro,Delivered,705,75.19,69.55,19.0,Yes,53008.95,49032.75,3976.199999999997,2.6950354609929077,
PO-00579,Delta_Logistics,2023-06-12,2023-06-28,mro,Delivered,318,53.31,51.78,0.0,No,16952.58,16466.04,486.5400000000009,0.0,16.0
PO-00580,Alpha_Inc,2023-11-11,2023-11-16,office supplies,Pending,419,35.72,32.74,7.0,Yes,14966.68,13718.060000000001,1248.619999999999,1.6706443914081146,5.0
PO-00581,Gamma_Co,2023-10-11,2023-10-26,mro,Delivered,685,92.51,90.05,38.0,Yes,63369.350000000006,61684.25,1685.1000000000058,5.547445255474453,15.0
PO-00582,Delta_Logistics,2023-09-27,2023-10-12,office supplies,Partially delivered,1179,90.14,82.63,194.0,Yes,106275.06,97420.76999999999,8854.290000000008,16.45462256149279,15.0
PO-00583,Alpha_Inc,2022-12-10,,raw materials,Delivered,1743,76.51,65.88,40.0,Yes,133356.93000000002,114828.84,18528.090000000026,2.2948938611589216,
PO-00584,Alpha_Inc,2022-04-06,2022-04-17,mro,Delivered,1732,35.01,34.18,40.0,Yes,60637.32,59199.76,1437.5599999999977,2.3094688221709005,11.0
PO-00585,Beta_Supplies,2022-08-29,2022-09-01,office supplies,Delivered,706,65.33,62.06,60.0,No,46122.979999999996,43814.36,2308.6199999999953,8.498583569405099,3.0
PO-00586,Gamma_Co,2023-11-20,2023-11-30,mro,Cancelled,169,47.16,43.4,0.0,Yes,7970.039999999999,7334.599999999999,635.4399999999996,0.0,10.0
PO-00587,Gamma_Co,2022-11-14,2022-11-20,office supplies,Pending,880,19.15,18.69,0.0,No,16852.0,16447.2,404.7999999999993,0.0,6.0
PO-00588,Gamma_Co,2022-08-19,2022-08-25,mro,Delivered,1860,95.8,92.17,105.0,No,178188.0,171436.2,6751.799999999988,5.64516129032258,6.0
PO-00589,Delta_Logistics,2022-07-23,2022-08-09,mro,Delivered,1677,22.98,21.71,246.0,Yes,38537.46,36407.67,2129.790000000001,14.669051878354203,17.0
PO-00590,Beta_Supplies,2022-05-31,2022-06-07,packaging,Partially delivered,1131,97.43,91.28,103.0,Yes,110193.33,103237.68000000001,6955.649999999994,9.106984969053935,7.0
PO-00591,Epsilon_Group,2022-01-26,2022-02-03,raw materials,Cancelled,1419,50.14,43.46,0.0,Yes,71148.66,61669.74,9478.920000000006,0.0,8.0
PO-00592,Delta_Logistics,2022-02-17,2022-02-18,raw materials,Pending,790,26.8,25.62,115.0,Yes,21172.0,20239.8,932.2000000000007,14.556962025316455,1.0
PO-00593,Gamma_Co,2022-09-08,2022-09-27,mro,Pending,1547,61.12,53.43,77.0,Yes,94552.64,82656.21,11896.429999999993,4.97737556561086,19.0
PO-00594,Delta_Logistics,2023-05-02,2023-05-20,office supplies,Cancelled,166,95.65,94.48,23.0,Yes,15877.900000000001,15683.68,194.22000000000116,13.855421686746988,18.0
PO-00595,Alpha_Inc,2023-09-18,2023-09-21,electronics,Delivered,1903,83.49,82.33,43.0,Yes,158881.47,156673.99,2207.4800000000105,2.2595901208617972,3.0
PO-00596,Delta_Logistics,2022-03-16,2022-03-29,office supplies,Partially delivered,840,83.42,80.35,153.0,Yes,70072.8,67494.0,2578.800000000003,18.21428571428571,13.0
PO-00597,Delta_Logistics,2023-04-12,,mro,Delivered,1200,74.49,64.63,161.0,Yes,89388.0,77556.0,11832.0,13.416666666666666,
PO-00598,Gamma_Co,2023-03-01,2023-03-18,raw materials,Delivered,1466,77.37,70.35,72.0,Yes,113424.42000000001,103133.09999999999,10291.320000000022,4.911323328785812,17.0
PO-00599,Alpha_Inc,2023-10-07,2023-10-21,office supplies,Delivered,1981,95.5,94.39,49.0,Yes,189185.5,186986.59,2198.9100000000035,2.4734982332155475,14.0
PO-00600,Gamma_Co,2023-08-13,2023-08-16,packaging,Delivered,1062,35.55,32.38,0.0,Yes,37754.1,34387.560000000005,3366.5399999999936,0.0,3.0
PO-00601,Alpha_Inc,2022-07-19,2022-07-30,mro,Delivered,1714,55.67,55.09,42.0,Yes,95418.38,94424.26000000001,994.1199999999953,2.4504084014002334,11.0
PO-00602,Alpha_Inc,2023-12-15,2023-12-30,office supplies,Delivered,1131,33.35,31.28,23.0,Yes,37718.85,35377.68,2341.1699999999983,2.033598585322723,15.0
PO-00603,Alpha_Inc,2023-01-29,2023-02-15,office supplies,Delivered,683,104.82,101.34,0.0,Yes,71592.06,69215.22,2376.8399999999965,0.0,17.0
PO-00604,Gamma_Co,2023-05-22,2023-06-09,packaging,Partially delivered,562,102.56,90.88,38.0,Yes,57638.72,51074.56,6564.1600000000035,6.761565836298933,18.0
PO-00605,Alpha_Inc,2023-02-14,2023-02-20,electronics,Delivered,1824,14.43,14.11,36.0,Yes,26320.32,25736.64,583.6800000000003,1.9736842105263157,6.0
PO-00606,Beta_Supplies,2022-09-07,2022-09-12,electronics,Partially delivered,851,76.44,74.76,91.0,Yes,65050.439999999995,63620.76,1429.679999999993,10.693301997649824,5.0
PO-00607,Beta_Supplies,2022-06-01,2022-06-03,office supplies,Delivered,1169,95.6,82.16,103.0,Yes,111756.4,96045.04,15711.36,8.810949529512403,2.0
PO-00608,Epsilon_Group,2023-11-03,2023-11-20,mro,Delivered,1711,29.14,26.35,48.0,Yes,49858.54,45084.850000000006,4773.689999999995,2.805376972530684,17.0
PO-00609,Beta_Supplies,2023-12-06,2023-12-12,packaging,Pending,1191,68.14,61.71,112.0,Yes,81154.74,73496.61,7658.130000000005,9.403862300587742,6.0
PO-00610,Epsilon_Group,2022-01-06,2022-01-14,electronics,Delivered,609,92.39,82.75,29.0,Yes,56265.51,50394.75,5870.760000000002,4.761904761904762,8.0
PO-00611,Beta_Supplies,2022-04-20,2022-05-07,office supplies,Delivered,1674,13.25,11.77,181.0,Yes,22180.5,19702.98,2477.5200000000004,10.81242532855436,17.0
PO-00612,Gamma_Co,2023-03-12,2023-03-15,mro,Delivered,537,77.86,71.18,20.0,Yes,41810.82,38223.66,3587.159999999996,3.7243947858473,3.0
PO-00613,Epsilon_Group,2022-08-13,2022-08-31,electronics,Delivered,1310,38.05,37.0,45.0,Yes,49845.49999999999,48470.0,1375.4999999999927,3.435114503816794,18.0
PO-00614,Delta_Logistics,2022-06-30,2022-07-10,raw materials,Delivered,1958,95.53,91.72,308.0,Yes,187047.74,179587.76,7459.979999999981,15.730337078651685,10.0
PO-00615,Delta_Logistics,2023-12-14,2023-12-17,office supplies,Delivered,946,108.6,101.78,146.0,Yes,102735.59999999999,96283.88,6451.719999999987,15.433403805496829,3.0
PO-00616,Beta_Supplies,2023-06-15,2023-06-21,packaging,Partially delivered,1345,103.06,95.14,0.0,Yes,138615.7,127963.3,10652.400000000009,0.0,6.0
PO-00617,Delta_Logistics,2023-04-21,2023-05-10,mro,Delivered,1262,56.63,51.46,0.0,No,71467.06,64942.520000000004,6524.539999999994,0.0,19.0
PO-00618,Beta_Supplies,2022-02-21,2022-03-13,office supplies,Pending,753,88.02,79.92,75.0,Yes,66279.06,60179.76,6099.299999999996,9.9601593625498,20.0
PO-00619,Beta_Supplies,2023-07-25,2023-08-14,electronics,Delivered,1520,93.75,81.63,149.0,Yes,142500.0,124077.59999999999,18422.40000000001,9.802631578947368,20.0
PO-00620,Delta_Logistics,2022-09-13,2022-10-02,office supplies,Delivered,630,40.27,37.54,76.0,Yes,25370.100000000002,23650.2,1719.9000000000015,12.063492063492063,19.0
PO-00621,Delta_Logistics,2022-05-05,2022-05-06,office supplies,Delivered,839,86.29,82.51,110.0,Yes,72397.31000000001,69225.89,3171.420000000013,13.110846245530395,1.0
PO-00622,Alpha_Inc,2023-04-13,2023-05-02,electronics,Delivered,910,14.33,14.07,27.0,Yes,13040.3,12803.7,236.59999999999854,2.9670329670329667,19.0
PO-00623,Epsilon_Group,2022-05-17,2022-05-24,raw materials,Delivered,296,64.94,63.61,0.0,Yes,19222.239999999998,18828.56,393.67999999999665,0.0,7.0
PO-00624,Beta_Supplies,2023-04-21,2023-05-05,mro,Delivered,1149,33.0,30.65,141.0,Yes,37917.0,35216.85,2700.1500000000015,12.27154046997389,14.0
PO-00625,Delta_Logistics,2023-11-15,2023-11-16,electronics,Delivered,203,23.14,20.0,0.0,No,4697.42,4060.0,637.4200000000001,0.0,1.0
PO-00626,Epsilon_Group,2023-06-28,2023-07-16,office supplies,Delivered,1729,18.36,16.34,47.0,Yes,31744.44,28251.86,3492.579999999998,2.7183342972816655,18.0
PO-00627,Delta_Logistics,2023-07-27,2023-08-06,office supplies,Delivered,1508,79.21,73.27,226.0,Yes,119448.68,110491.15999999999,8957.520000000004,14.986737400530503,10.0
PO-00628,Delta_Logistics,2023-09-02,2023-09-15,packaging,Partially delivered,1046,44.65,40.1,165.0,No,46703.9,41944.6,4759.300000000003,15.77437858508604,13.0
PO-00629,Alpha_Inc,2022-11-21,2022-11-24,office supplies,Delivered,1159,78.99,71.69,14.0,Yes,91549.40999999999,83088.70999999999,8460.699999999997,1.2079378774805867,3.0
PO-00630,Beta_Supplies,2023-03-30,2023-04-05,electronics,Delivered,746,16.99,15.35,69.0,No,12674.539999999999,11451.1,1223.4399999999987,9.249329758713138,6.0
PO-00631,Beta_Supplies,2023-09-20,2023-10-06,packaging,Delivered,1358,42.21,38.75,128.0,Yes,57321.18,52622.5,4698.68,9.425625920471282,16.0
PO-00632,Gamma_Co,2023-06-01,2023-06-12,office supplies,Delivered,1293,63.53,59.42,79.0,Yes,82144.29000000001,76830.06,5314.2300000000105,6.109822119102862,11.0
PO-00633,Alpha_Inc,2023-03-13,2023-03-24,electronics,Delivered,1142,86.85,74.28,30.0,Yes,99182.7,84827.76,14354.940000000002,2.626970227670753,11.0
PO-00634,Epsilon_Group,2023-07-16,2023-07-27,mro,Delivered,1120,42.17,37.47,33.0,Yes,47230.4,41966.4,5264.0,2.946428571428571,11.0
PO-00635,Alpha_Inc,2023-04-02,2023-04-14,mro,Delivered,1058,71.3,62.04,0.0,Yes,75435.4,65638.31999999999,9797.080000000002,0.0,12.0
PO-00636,Epsilon_Group,2022-06-12,,office supplies,Delivered,143,91.98,86.02,5.0,Yes,13153.140000000001,12300.859999999999,852.2800000000025,3.4965034965034967,
PO-00637,Beta_Supplies,2023-05-02,2023-05-14,mro,Delivered,1823,70.66,66.92,202.0,Yes,128813.18,121995.16,6818.0199999999895,11.080636313768514,12.0
PO-00638,Gamma_Co,2023-04-06,2023-04-10,office supplies,Delivered,1007,33.29,28.48,49.0,Yes,33523.03,28679.36,4843.669999999998,4.865938430983118,4.0
PO-00639,Gamma_Co,2022-09-23,2022-10-08,packaging,Delivered,1061,12.68,12.36,56.0,No,13453.48,13113.96,339.52000000000044,5.27803958529689,15.0
PO-00640,Beta_Supplies,2022-09-11,2022-09-26,mro,Pending,502,91.84,82.33,0.0,Yes,46103.68,41329.659999999996,4774.020000000004,0.0,15.0
PO-00641,Delta_Logistics,2023-10-15,2023-10-19,packaging,Delivered,1277,13.17,11.63,199.0,No,16818.09,14851.51,1966.58,15.58339859044636,4.0
PO-00642,Alpha_Inc,2022-10-11,2022-10-24,packaging,Delivered,961,92.72,88.49,22.0,Yes,89103.92,85038.89,4065.029999999999,2.2892819979188346,13.0
PO-00643,Gamma_Co,2023-06-18,2023-07-02,packaging,Delivered,267,62.5,61.18,17.0,Yes,16687.5,16335.06,352.4400000000005,6.367041198501873,14.0
